symbol;name;sector
ABN;ABN AMRO BANK NV;Financials
MNG;M&G PLC;Financials
6724;SEIKO EPSON CORP;Information Technology
6383;DAIFUKU LTD;Industrials
4612;NIPPON PAINT HOLDINGS LTD;Materials
FSV;FIRSTSERVICE SUBORDINATE VOTING CO;Real Estate
AIA;AUCKLAND INTERNATIONAL AIRPORT LTD;Industrials
AZPN;ASPEN TECHNOLOGY INC;Information Technology
GET;GETLINK;Industrials
WISE;WISE PLC CLASS A;Financials
ROKU;ROKU INC CLASS A;Communication
9697;CAPCOM LTD;Communication
RAND;RANDSTAD HOLDING;Industrials
MEG;MEG ENERGY CORP;Energy
ALA;ALTAGAS LTD;Utilities
4689;LY CORP;Communication
ELISA;ELISA;Communication
ORI;ORICA LTD;Materials
PCTY;PAYLOCITY HOLDING CORP;Industrials
SEK;SEEK LTD;Communication
MPL;MEDIBANK PRIVATE LTD;Financials
TELIA;TELIA COMPANY;Communication
DSCT;ISRAEL DISCOUNT BANK LTD;Financials
SPSN;SWISS PRIME SITE AG;Real Estate
ZAL;ZALANDO;Consumer Discretionary
3088;MATSUKIYOKARA;Consumer Staples
4704;TREND MICRO INC;Information Technology
8593;MITSUBISHI HC CAPITAL INC;Financials
CZR;CAESARS ENTERTAINMENT INC;Consumer Discretionary
S68;SINGAPORE EXCHANGE LTD;Financials
DBX;DROPBOX INC CLASS A;Information Technology
4183;MITSUI CHEMICALS INC;Materials
GPT;GPT GROUP STAPLED UNITS;Real Estate
LI;KLEPIERRE REIT SA;Real Estate
9766;KONAMI GROUP CORP;Communication
ALO;ALSTOM SA;Industrials
ACI;ALBERTSONS COMPANY INC CLASS A;Consumer Staples
S63;SINGAPORE TECHNOLOGIES ENGINEERING;Industrials
TLC;THE LOTTERY CORPORATION LTD;Consumer Discretionary
JAZZ;JAZZ PHARMACEUTICALS PLC;Health Care
7259;AISIN CORP;Consumer Discretionary
ELE;ENDESA SA;Utilities
7186;CONCORDIA FINANCIAL GROUP LTD;Financials
WLK;WESTLAKE CORP;Materials
LEG;LEG IMMOBILIEN N;Real Estate
4204;SEKISUI CHEMICAL LTD;Consumer Discretionary
TWE;TREASURY WINE ESTATES LTD;Consumer Staples
BILL;BILL HOLDINGS INC;Information Technology
SKA B;SKANSKA B;Industrials
ALD;AMPOL LTD;Energy
6645;OMRON CORP;Information Technology
BOL;BOLLORE;Communication
3283;NIPPON PROLOGIS REIT INC;Real Estate
CPR;DAVIDE CAMPARI MILANO NV;Consumer Staples
Z;ZILLOW GROUP INC CLASS C;Real Estate
UHR;THE SWATCH GROUP AG;Consumer Discretionary
BDEV;BARRATT DEVELOPMENTS;Consumer Discretionary
IAG;IA FINANCIAL INC;Financials
PUM;PUMA;Consumer Discretionary
7261;MAZDA MOTOR CORP;Consumer Discretionary
KBX;KNORR BREMSE AG;Industrials
1997;WHARF REAL ESTATE INVESTMENT COMPA;Real Estate
SBRY;SAINSBURY(J) PLC;Consumer Staples
LAND;LAND SECURITIES GROUP REIT PLC;Real Estate
9107;KAWASAKI KISEN LTD;Industrials
8952;JAPAN REAL ESTATE INVESTMENT TRUST;Real Estate
LHA;DEUTSCHE LUFTHANSA AG;Industrials
7701;SHIMADZU CORP;Information Technology
288;WH GROUP LTD;Consumer Staples
1801;TAISEI CORP;Industrials
DIM;SARTORIUS STEDIM BIOTECH SA;Health Care
5201;AGC INC;Industrials
VOW;VOLKSWAGEN AG;Consumer Discretionary
VOLV A;VOLVO CLASS A;Industrials
1928;SANDS CHINA LTD;Consumer Discretionary
REA;REA GROUP LTD;Communication
CTC.A;CANADIAN TIRE LTD CLASS A;Consumer Discretionary
ONEX;ONEX CORP;Financials
DIE;DIETEREN (D) SA;Consumer Discretionary
NOK;NOK CASH;Cash and/or Derivatives
6841;YOKOGAWA ELECTRIC CORP;Information Technology
BEIJ B;BEIJER REF CLASS B;Industrials
QBR.B;QUEBECOR INC CLASS B;Communication
7911;TOPPAN HOLDINGS INC;Industrials
HUSQ B;HUSQVARNA;Industrials
J36;JARDINE MATHESON HOLDINGS LTD;Industrials
9005;TOKYU CORP;Industrials
DEMANT;DEMANT;Health Care
9CI;CAPITALAND INVESTMENT LTD;Real Estate
HELN;HELVETIA HOLDING AG;Financials
REC;RECORDATI INDUSTRIA CHIMICA E FARM;Health Care
GETI B;GETINGE B;Health Care
3436;SUMCO CORP;Information Technology
4091;NIPPON SANSO HOLDINGS CORP;Materials
2897;NISSIN FOODS HOLDINGS LTD;Consumer Staples
ORK;ORKLA;Consumer Staples
MGR;MIRVAC GROUP STAPLED UNITS;Real Estate
TLX;TALANX AG;Financials
3626;TIS INC;Information Technology
8953;JAPAN METROPOLITAN FUND INVESTMENT;Real Estate
SOL;WASHINGTON H SOUL PATTINSON & COMP;Financials
CFLT;CONFLUENT INC CLASS A;Information Technology
BRBY;BURBERRY GROUP PLC;Consumer Discretionary
1803;SHIMIZU CORP;Industrials
DHER;DELIVERY HERO;Consumer Discretionary
KESKOB;KESKO CLASS B;Consumer Staples
UHALB;U HAUL NON VOTING SERIES N;Industrials
8331;CHIBA BANK LTD;Financials
SGD;SGD CASH;Cash and/or Derivatives
SOBI;SWEDISH ORPHAN BIOVITRUM;Health Care
6823;HKT TRUST AND HKT UNITS LTD;Communication
REH;REECE LTD;Industrials
INDU A;INDUSTRIVARDEN A;Financials
MZTF;MIZRAHI TEFAHOT BANK LTD;Financials
FUTU;FUTU HOLDINGS ADR LTD;Financials
CAE;CAE INC;Industrials
SCHN;SCHINDLER HOLDING AG;Industrials
INDU C;INDUSTRIVARDEN SERIES;Financials
BMW3;BMW PREF AG;Consumer Discretionary
9064;YAMATO HOLDINGS LTD;Industrials
7752;RICOH LTD;Information Technology
EDPR;EDP RENOVAVEIS SA;Utilities
SECU B;SECURITAS B;Industrials
NEM;NEMETSCHEK;Information Technology
5831;SHIZUOKA FINANCIAL GROUP INC;Financials
ENT;ENTAIN PLC;Consumer Discretionary
FOX;FOX CORP CLASS B;Communication
AFX;CARL ZEISS MEDITEC AG;Health Care
AZJ;AURIZON HOLDINGS LTD;Industrials
IPN;IPSEN SA;Health Care
2413;M3 INC;Health Care
U;UNITY SOFTWARE INC;Information Technology
AMP;AMPLIFON;Health Care
DXS;DEXUS STAPLED UNITS;Real Estate
5E2;SEATRIUM;Industrials
2587;SUNTORY BEVERAGE & FOOD LTD;Consumer Staples
AMUN;AMUNDI SA;Financials
GFC;GECINA SA;Real Estate
BC8;BECHTLE AG;Information Technology
F34;WILMAR INTERNATIONAL LTD;Consumer Staples
LATO B;LATOUR INVESTMENT CLASS B;Industrials
NPI;NORTHLAND POWER INC;Utilities
9007;ODAKYU ELECTRIC RAILWAY LTD;Industrials
LUV;SOUTHWEST AIRLINES;Industrials
9009;KEISEI ELECTRIC RAILWAY LTD;Industrials
1038;CHEUNG KONG INFRASTRUCTURE HOLDING;Utilities
LUND B;LUNDBERGFORETAGEN CLASS B;Financials
TEL2 B;TELE2 B;Communication
ESLT;ELBIT SYSTEMS LTD;Industrials
8951;NIPPON BUILDING FUND REIT INC;Real Estate
WDP;WAREHOUSES DE PAUW NV;Real Estate
SAP;SAPUTO INC;Consumer Staples
SPK;SPARK NEW ZEALAND LTD;Communication
6965;HAMAMATSU PHOTONICS;Information Technology
VCX;VICINITY CENTRES;Real Estate
ABDN;ABRDN PLC;Financials
7747;ASAHI INTECC LTD;Health Care
MEL;MERIDIAN ENERGY LTD;Utilities
EDV;ENDEAVOUR GROUP LTD;Consumer Staples
KEY;KEYERA CORP;Energy
2267;YAKULT HONSHA LTD;Consumer Staples
8972;KDX REALTY INVESTMENT CORP;Real Estate
9147;NIPPON EXPRESS HOLDINGS INC;Industrials
CAR.UN;CANADIAN APARTMENT PROPERTIES REAL;Real Estate
3462;NOMURA REAL ESTATE MASTER FUND REI;Real Estate
HL.;HARGREAVES LANSDOWN PLC;Financials
RAA;RATIONAL AG;Industrials
9143;SG HOLDINGS LTD;Industrials
EDV;ENDEAVOUR MINING;Materials
6845;AZBIL CORP;Information Technology
ROCK B;ROCKWOOL INTERNATIONAL B;Industrials
BIM;BIOMERIEUX SA;Health Care
3003;HULIC LTD;Real Estate
4768;OTSUKA CORP;Information Technology
LOTB;LOTUS BAKERIES NV;Consumer Staples
AVOL;AVOLTA AG;Consumer Discretionary
G13;GENTING SINGAPORE LTD;Consumer Discretionary
CLN;CLARIANT AG;Materials
6448;BROTHER INDUSTRIES LTD;Information Technology
4062;IBIDEN LTD;Information Technology
LBTYK;LIBERTY GLOBAL LTD CLASS C;Communication
SVW;SEVEN GROUP HOLDINGS LTD;Industrials
HOLM B;HOLMEN CLASS B;Materials
ORNBV;ORION CLASS B;Health Care
TEMN;TEMENOS AG;Information Technology
2702;MCDONALDS HOLDINGS (JAPAN) LTD;Consumer Discretionary
3064;MONOTARO LTD;Industrials
GJF;GJENSIDIGE FORSIKRING;Financials
UMI;UMICORE SA;Materials
4324;DENTSU GROUP INC;Communication
BALD B;FASTIGHETS BALDER CLASS B;Real Estate
4716;ORACLE JAPAN CORP;Information Technology
6465;HOSHIZAKI CORP;Industrials
9435;HIKARI TSUSHIN INC;Industrials
NEXI;NEXI;Financials
9041;KINTETSU GROUP HOLDINGS LTD;Industrials
SALM;SALMAR;Consumer Staples
EMP.A;EMPIRE LTD CLASS A;Consumer Staples
FDJ;LA FRANCAISE DES JEUX SA;Consumer Discretionary
DOO;BRP SUBORDINATE VOTING INC;Consumer Discretionary
6963;ROHM LTD;Information Technology
SOF;SOFINA SA;Financials
RF;EURAZEO;Financials
PHNX;PHOENIX GROUP HOLDINGS PLC;Financials
3281;GLP J-REIT REIT;Real Estate
12;HENDERSON LAND DEVELOPMENT LTD;Real Estate
U96;SEMBCORP INDUSTRIES LTD;Utilities
EBO;EBOS GROUP LTD;Health Care
ICL;ICL GROUP LTD;Materials
VOE;VOESTALPINE AG;Materials
ADP;AEROPORTS DE PARIS SA;Industrials
CU;CANADIAN UTILITIES LTD CLASS A;Utilities
COV;COVIVIO SA;Real Estate
HKD;HKD CASH;Cash and/or Derivatives
LSXMK;LIBERTY MEDIA LIBERTY SIRIUSXM COR;Communication
INW;INFRASTRUTTURE WIRELESS ITALIANE;Communication
4;WHARF (HOLDINGS) LTD;Real Estate
7550;ZENSHO HOLDINGS LTD;Consumer Discretionary
WLN;WORLDLINE SA;Financials
ELI;ELIA GROUP SA;Utilities
SDR;SCHRODERS PLC;Financials
BEPC;BROOKFIELD RENEWABLE SUBORDINATE V;Utilities
9001;TOBU RAILWAY LTD;Industrials
H78;HONGKONG LAND HOLDINGS LTD;Real Estate
BANB;BACHEM HOLDING AG;Health Care
6305;HITACHI CONSTRUCTION MACHINERY LTD;Industrials
7181;JAPAN POST INSURANCE LTD;Financials
ANA;ACCIONA SA;Utilities
HIK;HIKMA PHARMACEUTICALS PLC;Health Care
9684;SQUARE ENIX HLDG LTD;Communication
9202;ANA HOLDINGS INC;Industrials
BKW;BKW N AG;Utilities
OCI;OCI NV;Materials
QAN;QANTAS AIRWAYS LTD;Industrials
19;SWIRE PACIFIC LTD A;Real Estate
GRF;GRIFOLS SA CLASS A;Health Care
STJ;ST JAMESS PLACE PLC;Financials
M44U;MAPLETREE LOGISTICS TRUST UNITS;Real Estate
EVK;EVONIK INDUSTRIES AG;Materials
PKI;PARKLAND CORP;Energy
JD.;JD SPORTS FASHION PLC;Consumer Discretionary
NGPN;NATIONAL GRID NILL PAID RIGHTS PLC;Utilities
4732;USS LTD;Consumer Discretionary
BCVN;BC VAUD N;Financials
1821;ESR CAYMAN LTD;Real Estate
GLBE;GLOBAL E ONLINE LTD;Consumer Discretionary
MCY;MERCURY NZ LTD;Utilities
IGM;IGM FINANCIAL INC;Financials
JDEP;JDE PEETS NV;Consumer Staples
SK;SEB SA;Consumer Discretionary
TIT;TELECOM ITALIA;Communication
BCE;BCE INC;Communication
RED;REDEIA CORPORACION SA;Utilities
4021;NISSAN CHEMICAL CORP;Materials
1308;SITC INTERNATIONAL HOLDINGS LTD;Industrials
AZRG;AZRIELI GROUP LTD;Real Estate
DIA;DIASORIN;Health Care
ADE;ADEVINTA;Communication
3092;ZOZO INC;Consumer Discretionary
5332;TOTO LTD;Industrials
OCDO;OCADO GROUP PLC;Consumer Staples
IEL;IDP EDUCATION PTY LTDINARY;Consumer Discretionary
6806;HIROSE ELECTRIC LTD;Information Technology
9719;SCSK CORP;Information Technology
RCO;REMY COINTREAU SA;Consumer Staples
C09;CITY DEVELOPMENTS LTD;Real Estate
C07;JARDINE CYCLE AND CARRIAGE LTD;Industrials
UHRN;THE SWATCH GROUP AG;Consumer Discretionary
VOLCAR B;VOLVO CAR CLASS B;Consumer Discretionary
SIRI;SIRIUS XM HOLDINGS INC;Communication
REI.UN;RIOCAN REAL ESTATE INVESTMENT TRUS;Real Estate
N2IU;MAPLETREE PAN ASIA COMMERCIAL TRUS;Real Estate
1972;SWIRE PROPERTIES LTD;Real Estate
7951;YAMAHA CORP;Consumer Discretionary
9602;TOHO (TOKYO) LTD;Communication
AC;AIR CANADA VOTING AND VARIABLE VOT;Industrials
3038;KOBE BUSSAN LTD;Consumer Staples
7276;KOITO MANUFACTURING LTD;Consumer Discretionary
3291;IIDA GROUP HOLDINGS LTD;Consumer Discretionary
3231;NOMURA REAL ESTATE HOLDINGS INC;Real Estate
NZD;NZD CASH;Cash and/or Derivatives
101;HANG LUNG PROPERTIES LTD;Real Estate
ENG;ENAGAS SA;Utilities
9201;JAPAN AIRLINES LTD;Industrials
ILS;ILS CASH;Cash and/or Derivatives
6753;SHARP CORP;Consumer Discretionary
CHF;CHF/USD;Cash and/or Derivatives
2299955D;CONSTELLATION SOFTWARE INC;Information Technology
-;ESSILORLUXOTTICA SA COUPON;Health Care
VGM4;EURO STOXX 50 JUN 24;Cash and/or Derivatives
Z M4;FTSE 100 INDEX JUN 24;Cash and/or Derivatives
MARGIN_JPY;FUTURES JPY MARGIN BALANCE;Cash and/or Derivatives
-;LEG IMMOBILIEN COUPON;Real Estate
ESM4;S&P500 EMINI JUN 24;Cash and/or Derivatives
TPM4;TOPIX INDEX JUN 24;Cash and/or Derivatives
-;VONOVIA COUPON RIGHT;Real Estate
AUD;AUD/USD;Cash and/or Derivatives
SEK;SEK/USD;Cash and/or Derivatives
